관측시간,지역,PM2.5(μg/m³),PM10(μg/m³),아황산가스(ppm),오존(ppm),이산화질소(ppm),일산화질소(ppm)
201201,서울,,60,0.009,0.011,0.037,0.8
201202,서울,,50,0.007,0.015,0.035,0.7
201203,서울,,46,0.005,0.025,0.031,0.5
201204,서울,,51,0.005,0.026,0.034,0.5
201205,서울,,52,0.006,0.034,0.034,0.5
201206,서울,,40,0.005,0.036,0.025,0.4
201207,서울,,28,0.004,0.021,0.022,0.4
201208,서울,,22,0.003,0.024,0.019,0.4
201209,서울,,27,0.004,0.021,0.026,0.4
201210,서울,,33,0.004,0.017,0.031,0.5
201211,서울,,42,0.005,0.012,0.033,0.6
201212,서울,,41,0.006,0.011,0.037,0.7
201301,서울,,64,0.008,0.012,0.045,0.9
201302,서울,,45,0.006,0.018,0.038,0.6
201303,서울,,55,0.006,0.023,0.037,0.5
201304,서울,,52,0.006,0.031,0.034,0.5
201305,서울,,55,0.006,0.034,0.035,0.5
201306,서울,,40,0.005,0.033,0.03,0.4
201307,서울,,34,0.004,0.024,0.022,0.4
201308,서울,,35,0.004,0.027,0.024,0.4
201309,서울,,28,0.004,0.023,0.026,0.4
201310,서울,,29,0.004,0.017,0.03,0.4
201311,서울,,42,0.005,0.012,0.036,0.6
201312,서울,,55,0.007,0.009,0.043,0.8
201401,서울,,57,0.007,0.009,0.042,0.7
201402,서울,,57,0.006,0.016,0.039,0.6
201403,서울,,60,0.007,0.025,0.037,0.5
201404,서울,,58,0.006,0.028,0.04,0.5
201405,서울,,63,0.006,0.041,0.032,0.5
201406,서울,,38,0.005,0.037,0.026,0.4
201407,서울,,38,0.005,0.033,0.023,0.4
201408,서울,,29,0.004,0.025,0.024,0.4
201409,서울,,29,0.004,0.023,0.03,0.4
201410,서울,,33,0.005,0.017,0.035,0.4
201411,서울,,45,0.006,0.012,0.039,0.6
201412,서울,,44,0.006,0.012,0.034,0.7
201501,서울,25,49,0.007,0.011,0.037,0.7
201502,서울,30,84,0.007,0.016,0.036,0.7
201503,서울,30,71,0.007,0.022,0.04,0.6
201504,서울,21,45,0.005,0.028,0.033,0.5
201505,서울,22,45,0.006,0.033,0.032,0.4
201506,서울,20,35,0.005,0.038,0.025,0.4
201507,서울,19,30,0.005,0.027,0.021,0.4
201508,서울,22,34,0.005,0.029,0.023,0.4
201509,서울,16,28,0.004,0.025,0.027,0.4
201510,서울,24,44,0.005,0.019,0.035,0.5
201511,서울,21,33,0.005,0.012,0.034,0.6
201512,서울,28,48,0.006,0.009,0.039,0.7
201601,서울,27,50,0.006,0.014,0.035,0.6
201602,서울,23,45,0.006,0.018,0.034,0.6
201603,서울,32,64,0.006,0.025,0.038,0.6
201604,서울,30,71,0.005,0.031,0.036,0.5
201605,서울,29,56,0.005,0.039,0.031,0.5
201606,서울,28,46,0.005,0.037,0.028,0.4
201607,서울,21,33,0.004,0.025,0.024,0.4
201608,서울,22,34,0.004,0.03,0.023,0.4
201609,서울,23,37,0.004,0.027,0.026,0.5
201610,서울,20,38,0.004,0.018,0.029,0.5
201611,서울,28,52,0.005,0.014,0.035,0.6
201612,서울,30,48,0.005,0.009,0.036,0.7
201701,서울,32,53,0.005,0.035,0.035,0.7
201702,서울,28,46,0.005,0.018,0.035,0.6
201703,서울,39,60,0.005,0.038,0.038,0.6
201704,서울,26,56,0.005,0.035,0.031,0.5
201705,서울,24,63,0.005,0.039,0.028,0.4
201706,서울,22,41,0.004,0.041,0.024,0.4
201707,서울,22,33,0.004,0.03,0.023,0.4
201708,서울,13,21,0.004,0.024,0.021,0.4
201709,서울,19,32,0.004,0.027,0.027,0.5
201710,서울,15,29,0.004,0.02,0.027,0.5
201711,서울,22,42,0.005,0.014,0.033,0.6
201712,서울,32,50,0.005,0.011,0.034,0.7
201801,서울,32,52,0.006,0.014,0.035,0.6
201802,서울,30,53,0.005,0.018,0.034,0.6
201803,서울,34,52,0.005,0.026,0.033,0.6
201804,서울,26,52,0.004,0.031,0.031,0.5
201805,서울,23,42,0.004,0.034,0.025,0.4
201806,서울,24,37,0.004,0.035,0.024,0.4
201807,서울,16,24,0.004,0.024,0.019,0.4
201808,서울,10,22,0.004,0.03,0.017,0.4
201809,서울,14,20,0.003,0.027,0.019,0.4
201810,서울,15,28,0.004,0.018,0.028,0.5
201811,서울,28,52,0.005,0.011,0.039,0.7
201812,서울,24,43,0.005,0.012,0.035,0.6
201901,서울,38,66,0.005,0.012,0.039,0.8
201902,서울,35,57,0.005,0.018,0.036,0.7
201903,서울,45,69,0.005,0.028,0.034,0.6
201904,서울,21,41,0.004,0.029,0.029,0.5
201905,서울,29,52,0.005,0.043,0.028,0.5
201906,서울,20,29,0.004,0.039,0.02,0.4
201907,서울,19,26,0.004,0.031,0.018,0.4
201908,서울,16,25,0.004,0.03,0.018,0.4
201909,서울,12,21,0.003,0.024,0.021,0.4
201910,서울,15,31,0.003,0.021,0.025,0.5
201911,서울,20,40,0.004,0.013,0.034,0.6
201912,서울,28,42,0.004,0.011,0.035,0.7
202001,서울,29,42,0.004,0.014,0.034,0.7
202002,서울,28,41,0.003,0.018,0.032,0.6
202003,서울,25,45,0.003,0.027,0.027,0.5
202004,서울,21,44,0.003,0.036,0.021,0.4
202005,서울,19,35,0.003,0.034,0.02,0.4
202006,서울,21,36,0.003,0.044,0.019,0.4
202007,서울,13,21,0.002,0.031,0.016,0.4
202008,서울,14,23,0.003,0.019,0.014,0.3
202009,서울,11,19,0.003,0.028,0.016,0.4
202010,서울,17,33,0.003,0.022,0.025,0.5
202011,서울,24,42,0.003,0.015,0.03,0.6
202012,서울,27,42,0.004,0.014,0.032,0.6
202101,서울,21,38,0.004,0.015,0.031,0.6
202102,서울,29,48,0.003,0.022,0.03,0.6
202103,서울,32,67,0.003,0.025,0.032,0.5
202104,서울,19,42,0.003,0.037,0.022,0.4
202105,서울,20,61,0.003,0.036,0.019,0.4
202106,서울,19,33,0.003,0.041,0.018,0.4
202107,서울,15,24,0.003,0.038,0.016,0.3
202108,서울,13,22,0.003,0.034,0.015,0.4
202109,서울,7,15,0.003,0.031,0.014,0.4
202110,서울,13,27,0.003,0.022,0.022,0.4
202111,서울,26,45,0.003,0.018,0.031,0.6
202112,서울,23,39,0.003,0.014,0.031,0.6
202201,서울,29,43,0.004,0.016,0.032,0.6
202202,서울,26,40,0.003,0.026,0.026,0.5
202203,서울,21,41,0.003,0.028,0.026,0.5
202204,서울,22,45,0.003,0.043,0.02,0.4
202205,서울,17,33,0.003,0.049,0.015,0.4
202206,서울,12,22,0.002,0.036,0.013,0.3
202207,서울,16,25,0.003,0.037,0.014,0.3
202208,서울,11,20,0.003,0.03,0.013,0.3
202209,서울,11,22,0.003,0.031,0.016,0.4
202210,서울,14,25,0.003,0.023,0.02,0.4
202211,서울,22,39,0.003,0.018,0.028,0.5
202212,서울,19,38,0.003,0.015,0.028,0.5
202301,서울,26,48,0.0031,0.0158,0.0296,0.6
202302,서울,30,46,0.003,0.022,0.029,0.55
202303,서울,31,68,0.0032,0.0334,0.0269,0.52
202304,서울,21,63,0.0027,0.0381,0.0183,0.41
202305,서울,18,38,0.0029,0.0419,0.0168,0.38
202306,서울,17,28,0.0027,0.0483,0.0142,0.39
202307,서울,17,26,0.0027,0.0371,0.0135,0.36
202308,서울,13,21,0.0027,0.0346,0.0123,0.34
202309,서울,11,20,0.0026,0.0326,0.0137,0.38
202310,서울,15,28,0.0027,0.0264,0.0211,0.44
202311,서울,17,30,0.0027,0.0228,0.0216,0.46
202312,서울,21,36,0.0027,0.0176,0.0283,0.57
202401,서울,24,36,0.0029,0.0187,0.0278,0.58
202402,서울,23,33,0.0026,0.0247,0.0246,0.51
202403,서울,21,49,0.0026,0.0347,0.0212,0.41
202404,서울,22,50,0.0029,0.0425,0.0215,0.43
202405,서울,15,30,0.0027,0.0443,0.0156,0.35
202406,서울,18,31,0.0029,0.0548,0.0153,0.35
201201,부산,,45,0.009,0.022,0.02,0.4
201202,부산,,46,0.007,0.022,0.023,0.4
201203,부산,,47,0.005,0.033,0.021,0.4
201204,부산,,53,0.005,0.038,0.022,0.4
201205,부산,,58,0.006,0.041,0.024,0.4
201206,부산,,38,0.005,0.034,0.017,0.3
201207,부산,,40,0.004,0.026,0.019,0.4
201208,부산,,34,0.003,0.027,0.013,0.3
201209,부산,,35,0.004,0.032,0.018,0.4
201210,부산,,42,0.004,0.028,0.023,0.4
201211,부산,,47,0.005,0.022,0.022,0.5
201212,부산,,36,0.006,0.018,0.024,0.5
201301,부산,,56,0.008,0.022,0.027,0.5
201302,부산,,47,0.006,0.025,0.025,0.5
201303,부산,,66,0.006,0.034,0.024,0.5
201304,부산,,49,0.006,0.04,0.02,0.4
201305,부산,,62,0.006,0.04,0.024,0.4
201306,부산,,47,0.005,0.032,0.021,0.4
201307,부산,,47,0.004,0.024,0.017,0.3
201308,부산,,47,0.004,0.029,0.019,0.4
201309,부산,,33,0.004,0.028,0.015,0.4
201310,부산,,38,0.004,0.028,0.018,0.4
201311,부산,,43,0.005,0.023,0.02,0.4
201312,부산,,47,0.007,0.02,0.022,0.4
201401,부산,,57,0.007,0.021,0.024,0.5
201402,부산,,45,0.006,0.027,0.02,0.4
201403,부산,,50,0.007,0.033,0.02,0.4
201404,부산,,53,0.006,0.037,0.023,0.4
201405,부산,,71,0.006,0.043,0.021,0.4
201406,부산,,54,0.005,0.036,0.018,0.3
201407,부산,,48,0.005,0.029,0.017,0.3
201408,부산,,36,0.004,0.027,0.015,0.3
201409,부산,,39,0.004,0.03,0.016,0.3
201410,부산,,39,0.005,0.028,0.018,0.3
201411,부산,,47,0.006,0.02,0.024,0.4
201412,부산,,42,0.006,0.02,0.021,0.4
201501,부산,27,47,0.007,0.02,0.022,0.4
201502,부산,31,63,0.007,0.026,0.02,0.4
201503,부산,27,56,0.007,0.032,0.021,0.4
201504,부산,24,48,0.005,0.036,0.019,0.4
201505,부산,31,56,0.006,0.038,0.025,0.4
201506,부산,30,49,0.005,0.036,0.019,0.3
201507,부산,21,37*,0.005,0.028,0.016,0.3*
201508,부산,23,39*,0.005,0.033,0.018,0.3
201509,부산,16,29*,0.004,0.031,0.015,0.3
201510,부산,25,43*,0.005,0.028,0.021,0.4
201511,부산,23,33,0.005,0.02,0.023,0.4
201512,부산,29,41,0.006,0.018,0.025,0.5
201601,부산,33,45,0.006,0.022,0.024,0.5
201602,부산,29,46,0.006,0.027,0.023,0.4
201603,부산,32,52,0.006,0.031,0.026,0.4
201604,부산,29,60,0.005,0.038,0.024,0.4
201605,부산,31,53,0.005,0.045,0.023,0.4
201606,부산,27,39,0.005,0.036,0.019,0.4
201607,부산,17,29,0.004,0.025,0.017,0.3
201608,부산,21,36,0.004,0.036,0.015,0.4
201609,부산,21,36,0.004,0.03,0.016,0.3
201610,부산,21,37,0.004,0.025,0.018,0.4
201611,부산,31,49,0.005,0.02,0.024,0.4
201612,부산,30,44,0.005,0.018,0.026,0.5
201701,부산,31,45,0.005,0.024,0.024,0.4
201702,부산,27,42,0.005,0.031,0.021,0.4
201703,부산,34,52,0.005,0.022,0.022,0.4
201704,부산,27,54,0.005,0.042,0.021,0.4
201705,부산,29,58,0.005,0.044,0.021,0.4
201706,부산,26,42,0.004,0.041,0.018,0.3
201707,부산,23,37,0.004,0.028,0.017,0.3
201708,부산,16,28,0.004,0.027,0.013,0.3
201709,부산,23,39,0.004,0.033,0.017,0.3
201710,부산,16,32,0.004,0.03,0.016,0.3
201711,부산,27,50,0.005,0.023,0.025,0.4
201712,부산,28,46,0.005,0.02,0.023,0.4
201801,부산,28,45,0.006,0.021,0.022,0.4
201802,부산,30,52,0.005,0.027,0.022,0.4
201803,부산,26,44,0.005,0.034,0.021,0.4
201804,부산,28,63,0.004,0.039,0.019,0.3
201805,부산,24,44,0.004,0.039,0.018,0.3
201806,부산,25,41,0.004,0.038,0.019,0.3
201807,부산,23,37,0.004,0.026,0.016,0.3
201808,부산,14,28,0.004,0.025,0.012,0.3
201809,부산,14,26,0.003,0.031,0.014,0.3
201810,부산,17,32,0.004,0.028,0.019,0.4
201811,부산,26,47,0.005,0.02,0.027,0.4
201812,부산,23,40,0.005,0.019,0.023,0.4
201901,부산,29,48,0.005,0.023,0.024,0.4
201902,부산,28,48,0.005,0.029,0.022,0.4
201903,부산,30,51,0.005,0.039,0.02,0.4
201904,부산,20,40,0.004,0.037,0.019,0.4
201905,부산,25,47,0.005,0.048,0.021,0.4
201906,부산,21,32,0.004,0.038,0.016,0.4
201907,부산,18,26,0.004,0.028,0.015,0.3
201908,부산,19,30,0.004,0.03,0.014,0.4
201909,부산,13,24,0.003,0.028,0.015,0.3
201910,부산,13,27,0.003,0.029,0.017,0.3
201911,부산,17,35,0.004,0.023,0.023,0.4
201912,부산,23,35,0.004,0.018,0.026,0.5
202001,부산,21,32,0.004,0.023,0.021,0.4
202002,부산,22,34,0.003,0.027,0.02,0.4
202003,부산,16,33,0.003,0.034,0.016,0.4
202004,부산,17,36,0.003,0.044,0.014,0.4
202005,부산,17,32,0.003,0.041,0.014,0.4
202006,부산,15,27,0.003,0.04,0.015,0.4
202007,부산,10,18,0.002,0.028,0.014,0.3
202008,부산,19,31,0.003,0.026,0.011,0.3
202009,부산,13,24,0.003,0.035,0.012,0.4
202010,부산,15,30,0.003,0.033,0.017,0.4
202011,부산,17,31,0.003,0.023,0.02,0.4
202012,부산,21,33,0.004,0.022,0.02,0.4
202101,부산,19,36,0.004,0.025,0.019,0.4
202102,부산,21,37,0.003,0.031,0.018,0.4
202103,부산,21,60,0.003,0.036,0.017,0.4
202104,부산,15,37,0.003,0.043,0.015,0.3
202105,부산,16,36,0.003,0.041,0.014,0.3
202106,부산,15,26,0.003,0.041,0.014,0.3
202107,부산,9,18,0.003,0.028,0.01,0.2
202108,부산,10,19,0.003,0.034,0.011,0.3
202109,부산,8,17,0.003,0.036,0.01,0.3
202110,부산,12,23,0.003,0.031,0.015,0.3
202111,부산,18,34,0.003,0.027,0.021,0.4
202112,부산,19,31,0.003,0.021,0.021,0.4
202201,부산,21,31,0.004,0.024,0.021,0.4
202202,부산,19,30,0.003,0.035,0.016,0.4
202203,부산,21,38,0.003,0.037,0.018,0.4
202204,부산,16,32,0.003,0.041,0.016,0.3
202205,부산,17,31,0.003,0.05,0.015,0.3
202206,부산,10,19,0.002,0.034,0.01,0.3
202207,부산,12,20,0.003,0.031,0.012,0.3
202208,부산,10,19,0.003,0.03,0.011,0.3
202209,부산,10,20,0.003,0.034,0.01,0.3
202210,부산,11,21,0.003,0.032,0.013,0.3
202211,부산,19,33,0.003,0.027,0.019,0.3
202212,부산,18,30,0.003,0.022,0.017,0.3
202301,부산,21,37,0.0031,0.0236,0.0177,0.36
202302,부산,22,34,0.003,0.028,0.0187,0.37
202303,부산,23,56,0.0032,0.0387,0.0168,0.35
202304,부산,19,61,0.0027,0.0436,0.0118,0.3
202305,부산,17,32,0.0029,0.0423,0.0128,0.3
202306,부산,14,23,0.0027,0.0417,0.0124,0.32
202307,부산,12,19,0.0027,0.0264,0.0118,0.28
202308,부산,10,17,0.0027,0.0304,0.0092,0.27
202309,부산,9,16,0.0026,0.0303,0.0105,0.3
202310,부산,13,24,0.0027,0.034,0.0147,0.33
202311,부산,15,25,0.0027,0.0278,0.0162,0.33
202312,부산,20,31,0.0027,0.0253,0.0179,0.38
202401,부산,19,27,0.0029,0.0245,0.0182,0.38
202402,부산,15,22,0.0026,0.0314,0.0139,0.34
202403,부산,19,38,0.0026,0.0413,0.0134,0.34
202404,부산,21,54,0.0029,0.0403,0.0165,0.35
202405,부산,14,27,0.0027,0.0437,0.0134,0.31
202406,부산,16,26,0.0029,0.0424,0.0137,0.32
201201,대구,,51,0.007,0.016,0.028,0.6
201202,대구,,49,0.006,0.02,0.027,0.5
201203,대구,,48,0.005,0.032,0.023,0.5
201204,대구,,50,0.004,0.038,0.02,0.4
201205,대구,,49,0.004,0.04,0.02,0.4
201206,대구,,37,0.004,0.037,0.012,0.3
201207,대구,,34,0.003,0.028,0.012,0.4
201208,대구,,27,0.003,0.026,0.011,0.3
201209,대구,,31,0.003,0.025,0.018,0.4
201210,대구,,43,0.004,0.018,0.026,0.5
201211,대구,,48,0.005,0.015,0.026,0.5
201212,대구,,43,0.006,0.013,0.028,0.7
201301,대구,,65,0.008,0.015,0.034,0.7
201302,대구,,50,0.007,0.019,0.03,0.6
201303,대구,,60,0.005,0.029,0.027,0.5
201304,대구,,45,0.004,0.036,0.022,0.4
201305,대구,,52,0.004,0.042,0.019,0.4
201306,대구,,44,0.003,0.038,0.016,0.4
201307,대구,,32,0.003,0.026,0.012,0.4
201308,대구,,39,0.003,0.028,0.015,0.4
201309,대구,,31,0.002,0.024,0.017,0.4
201310,대구,,35,0.003,0.019,0.023,0.4
201311,대구,,42,0.003,0.014,0.029,0.5
201312,대구,,48,0.006,0.013,0.032,0.6
201401,대구,,60,0.008,0.014,0.038,0.7
201402,대구,,50,0.005,0.021,0.03,0.5
201403,대구,,50,0.004,0.028,0.026,0.5
201404,대구,,53,0.004,0.036,0.027,0.4
201405,대구,,60,0.004,0.046,0.022,0.4
201406,대구,,42,0.002,0.041,0.015,0.3
201407,대구,,38,0.003,0.032,0.015,0.3
201408,대구,,27,0.002,0.025,0.015,0.3
201409,대구,,33,0.003,0.026,0.017,0.3
201410,대구,,36,0.003,0.018,0.026,0.3
201411,대구,,49,0.004,0.012,0.034,0.5
201412,대구,,44,0.005,0.014,0.027,0.5
201501,대구,33,54,0.005,0.013,0.031,0.5
201502,대구,33,66,0.005,0.019,0.026,0.5
201503,대구,29,61,0.004,0.027,0.027,0.5
201504,대구,22,42,0.003,0.034,0.019,0.4
201505,대구,25,48,0.003,0.044,0.018,0.4
201506,대구,28,47,0.003,0.042,0.016,0.4
201507,대구,20,34,0.003,0.03,0.014,0.3
201508,대구,22*,37,0.003,0.031,0.016,0.3
201509,대구,15,30,0.002,0.025,0.017,0.3
201510,대구,25,43,0.003,0.023,0.022,0.4
201511,대구,22,34,0.003,0.014,0.022,0.4
201512,대구,31,51,0.004,0.011,0.026,0.6
201601,대구,30,49,0.004,0.015,0.027,0.6
201602,대구,25,45,0.004,0.022,0.023,0.5
201603,대구,29,52,0.004,0.028,0.023,0.4
201604,대구,25,60,0.004,0.035,0.02,0.4
201605,대구,26,48,0.004,0.042,0.017,0.3
201606,대구,24,39,0.003,0.037,0.014,0.3
201607,대구,19,29,0.003,0.028,0.012,0.3
201608,대구,17,28,0.003,0.033,0.012,0.3
201609,대구,20,33,0.003,0.025,0.016,0.3
201610,대구,20,35,0.003,0.018,0.019,0.4
201611,대구,31,52*,0.004*,0.013*,0.029*,0.5*
201612,대구,28,47,0.004,0.012,0.028,0.6
201701,대구,29,49,0.005,0.028,0.028,0.6
201702,대구,24,41,0.004,0.024,0.025,0.5
201703,대구,28,48,0.004,0.024,0.024,0.5
201704,대구,21,50,0.003,0.04,0.019,0.4
201705,대구,23,53,0.003,0.044,0.018,0.4
201706,대구,21,38,0.003,0.047,0.014,0.4
201707,대구,19,34,0.002,0.031,0.013,0.3
201708,대구,12,24,0.002,0.028,0.012,0.3
201709,대구,21*,36*,0.002*,0.029*,0.017*,0.4*
201710,대구,17*,32*,0.002*,0.020*,0.018*,0.4*
201711,대구,29,52,0.004,0.016,0.028,0.5
201712,대구,29,46,0.004,0.015,0.028,0.6
201801,대구,30,47,0.004,0.017,0.027,0.6
201802,대구,28,48,0.004,0.023,0.025,0.5
201803,대구,26,43,0.003,0.03,0.022,0.4
201804,대구,24,56,0.003,0.038,0.017,0.4
201805,대구,21,40,0.002,0.041,0.013,0.3
201806,대구,22,36,0.002,0.043,0.013,0.3
201807,대구,18,27,0.002,0.03,0.01,0.3
201808,대구,12,22,0.002,0.026,0.01,0.3
201809,대구,12,24,0.002,0.025,0.014,0.3
201810,대구,17,32,0.002,0.02,0.021,0.4
201811,대구,31,57,0.003,0.012,0.033,0.6
201812,대구,26,47,0.004,0.013,0.029,0.6
201901,대구,33,57,0.004,0.017,0.029,0.7
201902,대구,33,54,0.003,0.024,0.026,0.6
201903,대구,33,54,0.003,0.036,0.021,0.5
201904,대구,19,40,0.003,0.036,0.017,0.4
201905,대구,23,46,0.003,0.048,0.016,0.4
201906,대구,20,32,0.002,0.044,0.013,0.4
201907,대구,16,26,0.002,0.03,0.011,0.3
201908,대구,16,26,0.002,0.03,0.012,0.3
201909,대구,13,23,0.002,0.025,0.013,0.3
201910,대구,14,27,0.002,0.022,0.017,0.4
201911,대구,21,41,0.003,0.017,0.026,0.5
201912,대구,29,42,0.004,0.014,0.03,0.7
202001,대구,26,37,0.003,0.018,0.027,0.7
202002,대구,26,38,0.003,0.023,0.023,0.6
202003,대구,20,38,0.003,0.03,0.017,0.4
202004,대구,18,39,0.002,0.04,0.013,0.4
202005,대구,20,38,0.002,0.04,0.011,0.4
202006,대구,20,35,0.002,0.045,0.012,0.4
202007,대구,14,22,0.002,0.027,0.011,0.4
202008,대구,16,25,0.002,0.023,0.009,0.3
202009,대구,15,25,0.002,0.028,0.013,0.3
202010,대구,18,33,0.002,0.026,0.019,0.4
202011,대구,23,40,0.002,0.017,0.024,0.5
202012,대구,24,38,0.003,0.017,0.024,0.5
202101,대구,21,40,0.003,0.02,0.023,0.5
202102,대구,24,41,0.002,0.025,0.022,0.5
202103,대구,23,59,0.002,0.032,0.018,0.4
202104,대구,17,42,0.002,0.043,0.013,0.3
202105,대구,18,41,0.002,0.04,0.012,0.4
202106,대구,20,35,0.002,0.045,0.01,0.4
202107,대구,10,19,0.002,0.031,0.009,0.3
202108,대구,11,21,0.001,0.031,0.01,0.3
202109,대구,9,18,0.001,0.029,0.01,0.3
202110,대구,15,26,0.002,0.024,0.016,0.3
202111,대구,22,40,0.002,0.019,0.024,0.4
202112,대구,22,38,0.002,0.017,0.025,0.5
202201,대구,24,37,0.002,0.021,0.025,0.5
202202,대구,21,35,0.002,0.032,0.018,0.4
202203,대구,22,42,0.002,0.036,0.018,0.4
202204,대구,17,36,0.002,0.044,0.013,0.3
202205,대구,17,33,0.002,0.055,0.011,0.3
202206,대구,12,22,0.001,0.041,0.008,0.3
202207,대구,12,20,0.002,0.035,0.008,0.3
202208,대구,9,18,0.002,0.028,0.009,0.3
202209,대구,9,20,0.001,0.029,0.01,0.3
202210,대구,12,24,0.001,0.027,0.014,0.3
202211,대구,23,41,0.002,0.02,0.025,0.4
202212,대구,20,35,0.002,0.018,0.023,0.4
202301,대구,23,42,0.0026,0.0193,0.0243,0.47
202302,대구,27,42,0.0023,0.0245,0.0244,0.45
202303,대구,25,62,0.0022,0.0381,0.0193,0.38
202304,대구,20,67,0.0018,0.0417,0.011,0.31
202305,대구,17,34,0.0018,0.044,0.0103,0.3
202306,대구,14,25,0.0018,0.0453,0.0094,0.3
202307,대구,14,24,0.0017,0.0305,0.0089,0.31
202308,대구,10,18,0.0018,0.0291,0.0076,0.28
202309,대구,9,18,0.0017,0.0282,0.0097,0.31
202310,대구,14,27,0.0018,0.0265,0.016,0.34
202311,대구,17,30,0.0021,0.0237,0.0195,0.41
202312,대구,22,37,0.0021,0.0208,0.0218,0.46
202401,대구,22,34,0.0023,0.0215,0.0214,0.45
202402,대구,17,26,0.0019,0.0277,0.0163,0.42
202403,대구,18,41,0.0019,0.0379,0.0145,0.44
202404,대구,20,53,0.002,0.0418,0.0138,0.46
202405,대구,13,29,0.0021,0.0475,0.0101,0.35
202406,대구,15,27,0.0022,0.0502,0.0101,0.35
