Year,Quarter,지역,지역별 분기별 평균 강수량 (mm)
2012,1,강릉,2.07
2012,1,강진군,2.27
2012,1,강화,0.36
2012,1,거제,2.37
2012,1,거창,1.18
2012,1,경주시,1.51
2012,1,고산,2.53
2012,1,고산(제주),2.12
2012,1,고창,1.31
2012,1,고창군,1.4
2012,1,고흥,2.38
2012,1,광양시,1.88
2012,1,광주,1.47
2012,1,구미,1.04
2012,1,군산,0.85
2012,1,금산,1.19
2012,1,김해시,1.6
2012,1,남원,1.46
2012,1,남해,2.53
2012,1,대관령,1.3
2012,1,대구,1.07
2012,1,대전,0.81
2012,1,동두천,0.42
2012,1,동해,1.82
2012,1,목포,1.97
2012,1,문경,1.14
2012,1,밀양,1.2
2012,1,백령도,0.33
2012,1,보령,0.86
2012,1,보성군,2.04
2012,1,보은,1.06
2012,1,봉화,0.84
2012,1,부산,2.37
2012,1,부안,1.01
2012,1,부여,0.87
2012,1,북강릉,2.11
2012,1,북창원,1.4
2012,1,산청,1.44
2012,1,상주,1.05
2012,1,서귀포,3.29
2012,1,서산,0.65
2012,1,서울,0.6
2012,1,성산,3.28
2012,1,속초,1.45
2012,1,수원,0.59
2012,1,순창군,1.42
2012,1,순천,1.9
2012,1,안동,0.79
2012,1,양산시,1.45
2012,1,양평,0.56
2012,1,여수,1.91
2012,1,영광군,1.45
2012,1,영덕,1.48
2012,1,영월,0.86
2012,1,영주,0.98
2012,1,영천,1.04
2012,1,완도,2.85
2012,1,울릉도,4.28
2012,1,울산,2.08
2012,1,울진,1.37
2012,1,원주,0.7
2012,1,의령군,1.31
2012,1,의성,0.69
2012,1,이천,0.75
2012,1,인제,0.36
2012,1,인천,0.34
2012,1,임실,1.09
2012,1,장수,1.51
2012,1,장흥,2.39
2012,1,전주,1.13
2012,1,정선군,0.22
2012,1,정읍,1.33
2012,1,제주,3.45
2012,1,제천,1.15
2012,1,진주,1.73
2012,1,창원,1.29
2012,1,천안,0.68
2012,1,철원,0.47
2012,1,청송군,0.63
2012,1,청주,0.95
2012,1,추풍령,1.27
2012,1,춘천,0.52
2012,1,충주,0.85
2012,1,태백,1.07
2012,1,통영,1.87
2012,1,파주,0.44
2012,1,포항,2.1
2012,1,함양군,1.38
2012,1,합천,1.25
2012,1,해남,2.33
2012,1,해남군,2.02
2012,1,홍천,0.46
2012,1,흑산도,1.78
2012,2,강릉,2.26
2012,2,강진군,3.08
2012,2,강화,2.33
2012,2,거제,4.55
2012,2,거창,2.48
2012,2,경주시,2.58
2012,2,고산,4.11
2012,2,고산(제주),3.82
2012,2,고창,1.83
2012,2,고창군,1.99
2012,2,고흥,3.93
2012,2,광양시,3.09
2012,2,광주,2.29
2012,2,구미,2.45
2012,2,군산,2.18
2012,2,금산,2.34
2012,2,김해시,3.51
2012,2,남원,2.14
2012,2,남해,4.61
2012,2,대관령,3.23
2012,2,대구,2.31
2012,2,대전,1.63
2012,2,동두천,3.23
2012,2,동해,1.8
2012,2,목포,2.04
2012,2,문경,2.43
2012,2,밀양,2.89
2012,2,백령도,2.0
2012,2,보령,1.76
2012,2,보성군,4.08
2012,2,보은,2.38
2012,2,봉화,2.71
2012,2,부산,3.82
2012,2,부안,1.64
2012,2,부여,2.2
2012,2,북강릉,2.24
2012,2,북창원,3.63
2012,2,산청,3.09
2012,2,상주,2.21
2012,2,서귀포,8.85
2012,2,서산,2.41
2012,2,서울,2.83
2012,2,성산,7.1
2012,2,속초,2.81
2012,2,수원,2.67
2012,2,순창군,2.2
2012,2,순천,3.2
2012,2,안동,1.94
2012,2,양산시,3.15
2012,2,양평,3.18
2012,2,여수,3.4
2012,2,영광군,1.88
2012,2,영덕,2.54
2012,2,영월,3.18
2012,2,영주,2.77
2012,2,영천,2.38
2012,2,완도,4.65
2012,2,울릉도,3.49
2012,2,울산,2.91
2012,2,울진,2.25
2012,2,원주,2.45
2012,2,의령군,2.55
2012,2,의성,2.26
2012,2,이천,3.07
2012,2,인제,2.37
2012,2,인천,2.3
2012,2,임실,2.15
2012,2,장수,2.57
2012,2,장흥,3.6
2012,2,전주,1.77
2012,2,정선군,1.14
2012,2,정읍,1.8
2012,2,제주,4.05
2012,2,제천,3.13
2012,2,진주,3.0
2012,2,창원,3.69
2012,2,천안,1.91
2012,2,철원,3.07
2012,2,청송군,1.89
2012,2,청주,2.55
2012,2,추풍령,2.15
2012,2,춘천,3.38
2012,2,충주,2.25
2012,2,태백,2.75
2012,2,통영,4.11
2012,2,파주,2.52
2012,2,포항,2.56
2012,2,함양군,2.3
2012,2,합천,3.08
2012,2,해남,2.98
2012,2,해남군,2.41
2012,2,홍천,2.66
2012,2,흑산도,2.64
2012,3,강릉,9.21
2012,3,강진군,11.19
2012,3,강화,9.77
2012,3,거제,11.96
2012,3,거창,11.54
2012,3,경주시,8.41
2012,3,고산,14.84
2012,3,고산(제주),7.32
2012,3,고창,10.35
2012,3,고창군,11.26
2012,3,고흥,11.2
2012,3,광양시,13.76
2012,3,광주,11.7
2012,3,구미,9.43
2012,3,군산,13.19
2012,3,금산,10.39
2012,3,김해시,8.34
2012,3,남원,11.09
2012,3,남해,14.53
2012,3,대관령,8.22
2012,3,대구,8.38
2012,3,대전,10.69
2012,3,동두천,9.2
2012,3,동해,7.94
2012,3,목포,11.11
2012,3,문경,9.86
2012,3,밀양,9.21
2012,3,백령도,5.26
2012,3,보령,9.66
2012,3,보성군,11.16
2012,3,보은,10.89
2012,3,봉화,8.52
2012,3,부산,11.17
2012,3,부안,11.85
2012,3,부여,11.55
2012,3,북강릉,8.7
2012,3,북창원,12.99
2012,3,산청,14.43
2012,3,상주,9.77
2012,3,서귀포,14.31
2012,3,서산,12.13
2012,3,서울,12.24
2012,3,성산,11.82
2012,3,속초,7.5
2012,3,수원,13.47
2012,3,순창군,12.03
2012,3,순천,14.08
2012,3,안동,7.52
2012,3,양산시,10.8
2012,3,양평,10.75
2012,3,여수,12.55
2012,3,영광군,12.66
2012,3,영덕,7.17
2012,3,영월,9.58
2012,3,영주,9.86
2012,3,영천,9.53
2012,3,완도,8.73
2012,3,울릉도,6.84
2012,3,울산,9.07
2012,3,울진,7.63
2012,3,원주,10.26
2012,3,의령군,9.5
2012,3,의성,7.0
2012,3,이천,11.42
2012,3,인제,6.72
2012,3,인천,10.34
2012,3,임실,11.11
2012,3,장수,14.4
2012,3,장흥,11.63
2012,3,전주,9.94
2012,3,정선군,7.97
2012,3,정읍,11.06
2012,3,제주,14.22
2012,3,제천,8.8
2012,3,진주,12.29
2012,3,창원,10.14
2012,3,천안,10.07
2012,3,철원,8.79
2012,3,청송군,7.25
2012,3,청주,9.78
2012,3,추풍령,10.88
2012,3,춘천,8.53
2012,3,충주,9.2
2012,3,태백,11.54
2012,3,통영,8.82
2012,3,파주,10.69
2012,3,포항,8.59
2012,3,함양군,11.95
2012,3,합천,13.78
2012,3,해남,11.19
2012,3,해남군,0.05
2012,3,홍천,9.11
2012,3,흑산도,10.92
2012,4,강릉,0.86
2012,4,강진군,2.03
2012,4,강화,2.34
2012,4,거제,3.33
2012,4,거창,1.56
2012,4,경주시,1.39
2012,4,고산,2.49
2012,4,고산(제주),2.22
2012,4,고창,1.8
2012,4,고창군,2.07
2012,4,고흥,2.04
2012,4,광양시,1.88
2012,4,광주,2.26
2012,4,구미,1.36
2012,4,군산,1.85
2012,4,금산,1.7
2012,4,김해시,2.17
2012,4,남원,1.85
2012,4,남해,2.41
2012,4,대관령,1.31
2012,4,대구,1.21
2012,4,대전,2.22
2012,4,동두천,2.23
2012,4,동해,0.7
2012,4,목포,2.07
2012,4,문경,1.77
2012,4,밀양,1.64
2012,4,백령도,2.14
2012,4,보령,2.08
2012,4,보성군,2.14
2012,4,보은,2.26
2012,4,봉화,1.23
2012,4,부산,4.27
2012,4,부안,1.87
2012,4,부여,2.22
2012,4,북강릉,0.92
2012,4,북창원,1.9
2012,4,산청,1.9
2012,4,상주,1.39
2012,4,서귀포,3.03
2012,4,서산,2.7
2012,4,서울,2.27
2012,4,성산,4.64
2012,4,속초,1.52
2012,4,수원,2.31
2012,4,순창군,1.88
2012,4,순천,2.25
2012,4,안동,1.16
2012,4,양산시,2.28
2012,4,양평,2.21
2012,4,여수,2.03
2012,4,영광군,2.3
2012,4,영덕,1.02
2012,4,영월,1.63
2012,4,영주,1.99
2012,4,영천,1.39
2012,4,완도,2.44
2012,4,울릉도,4.79
2012,4,울산,1.84
2012,4,울진,0.75
2012,4,원주,1.61
2012,4,의령군,1.94
2012,4,의성,1.04
2012,4,이천,1.75
2012,4,인제,1.71
2012,4,인천,2.43
2012,4,임실,2.03
2012,4,장수,2.34
2012,4,장흥,1.74
2012,4,전주,1.97
2012,4,정선군,1.18
2012,4,정읍,1.87
2012,4,제주,2.8
2012,4,제천,1.99
2012,4,진주,2.08
2012,4,창원,1.87
2012,4,천안,1.9
2012,4,철원,2.03
2012,4,청송군,0.88
2012,4,청주,1.85
2012,4,추풍령,1.67
2012,4,춘천,2.01
2012,4,충주,1.76
2012,4,태백,1.25
2012,4,통영,2.78
2012,4,파주,2.0
2012,4,포항,1.3
2012,4,함양군,1.54
2012,4,합천,1.45
2012,4,해남,1.98
2012,4,홍천,1.68
2012,4,흑산도,2.59
2013,1,강릉,1.67
2013,1,강진군,2.01
2013,1,강화,1.0
2013,1,거제,2.22
2013,1,거창,1.27
2013,1,경주시,1.16
2013,1,고산,2.28
2013,1,고산(제주),1.64
2013,1,고창,1.52
2013,1,고창군,1.53
2013,1,고흥,1.93
2013,1,광양시,1.98
2013,1,광주,1.62
2013,1,구미,0.99
2013,1,군산,1.72
2013,1,금산,1.62
2013,1,김해시,1.88
2013,1,남원,1.44
2013,1,남해,3.27
2013,1,대관령,1.56
2013,1,대구,1.11
2013,1,대전,1.7
2013,1,동두천,1.05
2013,1,동해,1.83
2013,1,목포,1.49
2013,1,문경,1.55
2013,1,밀양,1.46
2013,1,백령도,0.62
2013,1,보령,1.36
2013,1,보성군,1.82
2013,1,보은,1.48
2013,1,봉화,1.16
2013,1,부산,1.81
2013,1,부안,1.36
2013,1,부여,1.72
2013,1,북강릉,1.89
2013,1,북창원,1.92
2013,1,산청,1.52
2013,1,상주,1.24
2013,1,서귀포,2.28
2013,1,서산,1.8
2013,1,서울,1.37
2013,1,성산,2.21
2013,1,속초,1.77
2013,1,수원,1.39
2013,1,순창군,1.79
2013,1,순천,1.73
2013,1,안동,1.14
2013,1,양산시,2.2
2013,1,양평,1.6
2013,1,여수,2.35
2013,1,영광군,1.69
2013,1,영덕,1.42
2013,1,영월,1.38
2013,1,영주,1.61
2013,1,영천,1.38
2013,1,완도,2.96
2013,1,울릉도,2.76
2013,1,울산,1.4
2013,1,울진,1.65
2013,1,원주,1.24
2013,1,의령군,1.44
2013,1,의성,1.0
2013,1,이천,1.31
2013,1,인제,1.08
2013,1,인천,1.39
2013,1,임실,1.54
2013,1,장수,2.13
2013,1,장흥,1.66
2013,1,전주,1.59
2013,1,정선군,1.52
2013,1,정읍,1.42
2013,1,제주,1.51
2013,1,제천,1.59
2013,1,진주,1.84
2013,1,창원,1.89
2013,1,천안,1.15
2013,1,철원,1.08
2013,1,청송군,0.91
2013,1,청주,1.23
2013,1,추풍령,1.44
2013,1,춘천,1.44
2013,1,충주,1.39
2013,1,태백,1.25
2013,1,통영,1.86
2013,1,파주,1.13
2013,1,포항,1.36
2013,1,함양군,1.28
2013,1,합천,1.23
2013,1,해남,1.9
2013,1,홍천,1.23
2013,1,흑산도,1.52
2013,2,강릉,1.9
2013,2,강진군,3.86
2013,2,강화,2.75
2013,2,거제,5.25
2013,2,거창,2.19
2013,2,경주시,2.4
2013,2,고산,4.36
2013,2,고산(제주),3.08
2013,2,고창,2.38
2013,2,고창군,2.32
2013,2,고흥,4.14
2013,2,광양시,5.79
2013,2,광주,2.47
2013,2,구미,2.73
2013,2,군산,3.19
2013,2,금산,3.12
2013,2,김해시,4.39
2013,2,남원,2.45
2013,2,남해,6.82
2013,2,대관령,2.35
2013,2,대구,2.13
2013,2,대전,3.95
2013,2,동두천,2.32
2013,2,동해,2.15
2013,2,목포,2.93
2013,2,문경,5.29
2013,2,밀양,3.26
2013,2,백령도,1.98
2013,2,보령,3.79
2013,2,보성군,5.57
2013,2,보은,3.95
2013,2,봉화,3.78
2013,2,부산,5.45
2013,2,부안,3.08
2013,2,부여,4.44
2013,2,북강릉,1.89
2013,2,북창원,4.27
2013,2,산청,3.66
2013,2,상주,3.33
2013,2,서귀포,4.71
2013,2,서산,2.98
2013,2,서울,2.55
2013,2,성산,5.41
2013,2,속초,1.77
2013,2,수원,2.95
2013,2,순창군,2.93
2013,2,순천,4.43
2013,2,안동,4.01
2013,2,양산시,4.5
2013,2,양평,3.13
2013,2,여수,4.85
2013,2,영광군,2.93
2013,2,영덕,3.06
2013,2,영월,3.8
2013,2,영주,4.97
2013,2,영천,2.44
2013,2,완도,4.88
2013,2,울릉도,3.69
2013,2,울산,3.53
2013,2,울진,3.07
2013,2,원주,4.0
2013,2,의령군,3.46
2013,2,의성,3.54
2013,2,이천,3.37
2013,2,인제,2.51
2013,2,인천,2.37
2013,2,임실,2.99
2013,2,장수,2.69
2013,2,장흥,4.1
2013,2,전주,3.14
2013,2,정선군,2.94
2013,2,정읍,2.28
2013,2,제주,3.46
2013,2,제천,3.91
2013,2,진주,4.73
2013,2,창원,5.07
2013,2,천안,3.1
2013,2,철원,1.9
2013,2,청송군,3.52
2013,2,청주,4.32
2013,2,추풍령,3.07
2013,2,춘천,2.75
2013,2,충주,3.34
2013,2,태백,3.2
2013,2,통영,5.64
2013,2,파주,2.55
2013,2,포항,2.4
2013,2,함양군,1.97
2013,2,합천,2.8
2013,2,해남,3.12
2013,2,홍천,2.61
2013,2,흑산도,2.89
2013,3,강릉,4.7
2013,3,강진군,5.66
2013,3,강화,9.23
2013,3,거제,3.33
2013,3,거창,7.15
2013,3,경주시,3.57
2013,3,고산,5.6
2013,3,고산(제주),1.77
2013,3,고창,8.21
2013,3,고창군,6.61
2013,3,고흥,5.56
2013,3,광양시,5.54
2013,3,광주,7.94
2013,3,구미,5.05
2013,3,군산,5.6
2013,3,금산,4.97
2013,3,김해시,4.08
2013,3,남원,9.09
2013,3,남해,5.21
2013,3,대관령,6.15
2013,3,대구,5.97
2013,3,대전,5.34
2013,3,동두천,11.38
2013,3,동해,4.86
2013,3,목포,6.04
2013,3,문경,5.58
2013,3,밀양,5.25
2013,3,백령도,5.89
2013,3,보령,8.72
2013,3,보성군,5.7
2013,3,보은,5.42
2013,3,봉화,5.56
2013,3,부산,3.32
2013,3,부안,6.94
2013,3,부여,5.92
2013,3,북강릉,4.48
2013,3,북창원,3.98
2013,3,산청,6.77
2013,3,상주,4.4
2013,3,서귀포,2.83
2013,3,서산,5.24
2013,3,서울,10.47
2013,3,성산,3.58
2013,3,속초,6.98
2013,3,수원,8.11
2013,3,순창군,7.87
2013,3,순천,6.31
2013,3,안동,4.41
2013,3,양산시,3.63
2013,3,양평,12.41
2013,3,여수,4.83
2013,3,영광군,7.17
2013,3,영덕,2.45
2013,3,영월,7.55
2013,3,영주,5.05
2013,3,영천,5.2
2013,3,완도,4.59
2013,3,울릉도,2.2
2013,3,울산,2.47
2013,3,울진,3.25
2013,3,원주,10.15
2013,3,의령군,4.53
2013,3,의성,3.77
2013,3,이천,9.26
2013,3,인제,9.95
2013,3,인천,8.4
2013,3,임실,8.87
2013,3,장수,10.17
2013,3,장흥,5.64
2013,3,전주,7.74
2013,3,정선군,8.17
2013,3,정읍,6.58
2013,3,제주,1.86
2013,3,제천,9.08
2013,3,진주,5.21
2013,3,창원,3.6
2013,3,천안,6.51
2013,3,철원,14.91
2013,3,청송군,3.9
2013,3,청주,6.52
2013,3,추풍령,4.21
2013,3,춘천,13.67
2013,3,충주,6.36
2013,3,태백,4.2
2013,3,통영,3.27
2013,3,파주,9.91
2013,3,포항,3.45
2013,3,함양군,6.85
2013,3,합천,8.09
2013,3,해남,5.53
2013,3,홍천,9.52
2013,3,흑산도,6.35
2013,4,강릉,1.82
2013,4,강진군,1.66
2013,4,강화,0.91
2013,4,거제,2.95
2013,4,거창,1.24
2013,4,경주시,1.84
2013,4,고산,1.52
2013,4,고산(제주),1.16
2013,4,고창,1.27
2013,4,고창군,1.33
2013,4,고흥,1.32
2013,4,광양시,1.65
2013,4,광주,1.57
2013,4,구미,1.01
2013,4,군산,1.44
2013,4,금산,1.2
2013,4,김해시,1.24
2013,4,남원,2.27
2013,4,남해,2.13
2013,4,대관령,1.44
2013,4,대구,1.67
2013,4,대전,1.26
2013,4,동두천,1.29
2013,4,동해,1.71
2013,4,목포,1.45
2013,4,문경,1.52
2013,4,밀양,1.36
2013,4,백령도,0.92
2013,4,보령,1.29
2013,4,보성군,1.29
2013,4,보은,1.46
2013,4,봉화,1.17
2013,4,부산,1.8
2013,4,부안,1.26
2013,4,부여,1.44
2013,4,북강릉,1.54
2013,4,북창원,2.03
2013,4,산청,1.75
2013,4,상주,1.36
2013,4,서귀포,2.09
2013,4,서산,1.12
2013,4,서울,0.92
2013,4,성산,3.74
2013,4,속초,1.66
2013,4,수원,1.1
2013,4,순창군,1.64
2013,4,순천,1.54
2013,4,안동,1.16
2013,4,양산시,1.64
2013,4,양평,1.22
2013,4,여수,1.12
2013,4,영광군,1.38
2013,4,영덕,2.52
2013,4,영월,0.81
2013,4,영주,1.3
2013,4,영천,1.6
2013,4,완도,1.31
2013,4,울릉도,5.22
2013,4,울산,1.99
2013,4,울진,2.91
2013,4,원주,1.0
2013,4,의령군,1.38
2013,4,의성,1.0
2013,4,이천,0.98
2013,4,인제,0.99
2013,4,인천,0.8
2013,4,임실,1.89
2013,4,장수,2.2
2013,4,장흥,1.26
2013,4,전주,1.35
2013,4,정선군,1.02
2013,4,정읍,1.32
2013,4,제주,2.58
2013,4,제천,1.12
2013,4,진주,1.57
2013,4,창원,1.61
2013,4,천안,1.2
2013,4,철원,1.28
2013,4,청송군,1.17
2013,4,청주,1.49
2013,4,추풍령,1.34
2013,4,춘천,1.11
2013,4,충주,0.96
2013,4,태백,1.44
2013,4,통영,1.97
2013,4,파주,1.12
2013,4,포항,2.68
2013,4,함양군,1.86
2013,4,합천,1.81
2013,4,해남,1.24
2013,4,홍천,0.85
2013,4,흑산도,1.19
2014,1,강릉,3.0
2014,1,강진군,1.48
2014,1,강화,0.24
2014,1,거제,3.11
2014,1,거창,1.05
2014,1,경주시,1.72
2014,1,고산,1.96
2014,1,고산(제주),2.47
2014,1,고창,1.11
2014,1,고창군,1.18
2014,1,고흥,1.8
2014,1,광양시,1.85
2014,1,광주,1.37
2014,1,구미,1.05
2014,1,군산,1.18
2014,1,금산,1.16
2014,1,김해시,1.95
2014,1,남원,1.39
2014,1,남해,2.44
2014,1,대관령,1.96
2014,1,대구,1.32
2014,1,대전,0.91
2014,1,동두천,0.46
2014,1,동해,2.87
2014,1,목포,1.34
2014,1,문경,0.96
2014,1,밀양,1.52
2014,1,백령도,0.39
2014,1,보령,0.89
2014,1,보성군,1.46
2014,1,보은,0.95
2014,1,봉화,0.52
2014,1,부산,2.12
2014,1,부안,0.94
2014,1,부여,0.96
2014,1,북강릉,3.46
2014,1,북창원,1.77
2014,1,산청,1.07
2014,1,상주,1.15
2014,1,서귀포,3.63
2014,1,서산,0.61
2014,1,서울,0.4
2014,1,성산,4.36
2014,1,속초,2.64
2014,1,수원,0.41
2014,1,순창군,1.27
2014,1,순천,1.48
2014,1,안동,0.98
2014,1,양산시,2.06
2014,1,양평,0.51
2014,1,여수,1.76
2014,1,영광군,1.18
2014,1,영덕,1.73
2014,1,영월,0.62
2014,1,영주,0.69
2014,1,영천,1.53
2014,1,완도,2.17
2014,1,울릉도,4.23
2014,1,울산,2.55
2014,1,울진,1.85
2014,1,원주,0.73
2014,1,의령군,1.4
2014,1,의성,0.9
2014,1,이천,0.71
2014,1,인제,0.48
2014,1,인천,0.37
2014,1,임실,1.22
2014,1,장수,1.58
2014,1,장흥,1.38
2014,1,전주,1.16
2014,1,정선군,0.78
2014,1,정읍,1.06
2014,1,제주,3.07
2014,1,제천,0.87
2014,1,진주,1.52
2014,1,창원,1.98
2014,1,천안,0.67
2014,1,철원,0.42
2014,1,청송군,1.14
2014,1,청주,0.71
2014,1,추풍령,1.27
2014,1,춘천,0.4
2014,1,충주,0.78
2014,1,태백,0.95
2014,1,통영,2.59
2014,1,파주,0.36
2014,1,포항,2.92
2014,1,함양군,1.24
2014,1,합천,1.22
2014,1,해남,1.42
2014,1,홍천,0.3
2014,1,흑산도,1.31
2014,2,강릉,2.8
2014,2,강진군,3.17
2014,2,강화,1.59
2014,2,거제,4.77
2014,2,거창,2.2
2014,2,경주시,2.04
2014,2,고산,4.62
2014,2,고산(제주),3.74
2014,2,고창,1.52
2014,2,고창군,2.16
2014,2,고흥,4.44
2014,2,광양시,3.84
2014,2,광주,2.1
2014,2,구미,2.59
2014,2,군산,2.62
2014,2,금산,1.76
2014,2,김해시,2.62
2014,2,남원,2.26
2014,2,남해,4.15
2014,2,대관령,2.85
2014,2,대구,1.73
2014,2,대전,2.78
2014,2,동두천,1.98
2014,2,동해,3.33
2014,2,목포,2.35
2014,2,문경,2.34
2014,2,밀양,2.25
2014,2,백령도,1.1
2014,2,보령,2.67
2014,2,보성군,3.82
2014,2,보은,2.23
2014,2,봉화,2.6
2014,2,부산,3.72
2014,2,부안,2.02
2014,2,부여,2.56
2014,2,북강릉,2.63
2014,2,북창원,2.12
2014,2,산청,3.12
2014,2,상주,1.96
2014,2,서귀포,8.52
2014,2,서산,2.28
2014,2,서울,2.11
2014,2,성산,5.97
2014,2,속초,1.82
2014,2,수원,2.07
2014,2,순창군,2.85
2014,2,순천,2.7
2014,2,안동,1.45
2014,2,양산시,2.43
2014,2,양평,2.07
2014,2,여수,3.31
2014,2,영광군,1.87
2014,2,영덕,3.07
2014,2,영월,1.62
2014,2,영주,2.46
2014,2,영천,2.11
2014,2,완도,4.76
2014,2,울릉도,2.79
2014,2,울산,2.31
2014,2,울진,3.53
2014,2,원주,1.35
2014,2,의령군,2.74
2014,2,의성,1.36
2014,2,이천,1.99
2014,2,인제,1.62
2014,2,인천,1.99
2014,2,임실,2.59
2014,2,장수,1.99
2014,2,장흥,3.17
2014,2,전주,2.29
2014,2,정선군,1.18
2014,2,정읍,1.8
2014,2,제주,2.25
2014,2,제천,1.68
2014,2,진도군,4.18
2014,2,진주,3.93
2014,2,창원,2.8
2014,2,천안,1.87
2014,2,철원,1.88
2014,2,청송군,1.48
2014,2,청주,1.88
2014,2,추풍령,2.46
2014,2,춘천,1.72
2014,2,충주,1.42
2014,2,태백,3.13
2014,2,통영,3.48
2014,2,파주,1.64
2014,2,포항,2.53
2014,2,함양군,2.43
2014,2,합천,2.36
2014,2,해남,2.69
2014,2,홍천,1.5
2014,2,흑산도,2.35
2014,3,강릉,7.16
2014,3,강진군,9.37
2014,3,강화,3.62
2014,3,거제,13.73
2014,3,거창,8.2
2014,3,경주시,8.27
2014,3,고산,6.95
2014,3,고산(제주),6.35
2014,3,고창,8.89
2014,3,고창군,8.65
2014,3,고흥,11.73
2014,3,광양시,8.79
2014,3,광주,7.91
2014,3,구미,7.75
2014,3,군산,5.81
2014,3,금산,6.78
2014,3,김해시,11.21
2014,3,남원,7.8
2014,3,남해,12.61
2014,3,대관령,6.92
2014,3,대구,7.13
2014,3,대전,5.83
2014,3,동두천,4.59
2014,3,동해,6.5
2014,3,목포,5.07
2014,3,문경,5.09
2014,3,밀양,7.89
2014,3,백령도,2.08
2014,3,보령,4.61
2014,3,보성군,10.47
2014,3,보은,6.09
2014,3,봉화,5.89
2014,3,부산,10.22
2014,3,부안,7.1
2014,3,부여,6.06
2014,3,북강릉,6.74
2014,3,북창원,11.21
2014,3,산청,10.31
2014,3,상주,7.14
2014,3,서귀포,12.7
2014,3,서산,5.44
2014,3,서울,5.1
2014,3,성산,9.89
2014,3,속초,6.57
2014,3,수원,7.03
2014,3,순창군,9.33
2014,3,순천,14.17
2014,3,안동,5.87
2014,3,양산시,12.83
2014,3,양평,4.79
2014,3,여수,9.89
2014,3,영광군,9.85
2014,3,영덕,5.87
2014,3,영월,5.41
2014,3,영주,6.96
2014,3,영천,7.69
2014,3,완도,10.34
